0,1,2,3,4
0.893813001561989,0.9645737355068145,0.48377414041966593,0.45606430554885335,0.2681796478299673
0.18134742880654486,0.058072673215485704,0.2598706713991332,0.6575889837150859,0.38813979166657253
0.6837645962568337,0.5230358285400533,0.7335718739352562,0.004228889328311891,0.5364905687419484
0.7798712408959205,0.7411604172851919,0.9742752082174009,0.7793867800669039,0.91262657318999
0.9861760307025175,0.3245916385743025,0.26625563688417353,0.6946860998585228,0.25528707168250353
0.38291409127983345,0.5083869295707658,0.011582823356572236,0.3570855760846119,0.5018748366211628
0.9527504403550267,0.22474352066682912,0.6912624752161172,0.4606455646030212,0.1677978496028556
0.7166400393418467,0.567982572252767,0.20064603346403198,0.5687578926399482,0.851111213383937
0.6452766100523762,0.49289010680744916,0.16604269054866505,0.015474916605083933,0.8902767336567262
0.28718952277033016,0.7302941845501149,0.9935998918481217,0.4466430958166685,0.27774636504701955
0.8608297407824229,0.7566275174118011,0.34718182991612934,0.3232560016614653,0.39691779303251906
0.9471434605128327,0.08245517909727251,0.185868134532144,0.7852498936290258,0.05842973266860607
0.9717939702921229,0.3165410660763617,0.025267226850127278,0.5152786605285327,0.07412177587019375
0.03922181193019847,0.1752311752355059,0.6508605309781688,0.8916642984542315,0.1131262271210054
0.7255435177010255,0.19284884654620071,0.9160052607904227,0.6041557557298733,0.6650657969177827
0.6801517621551352,0.5976397407338778,0.6048577469498102,0.2508510196017616,0.8410516894618587
0.019122870955158855,0.6825940251752401,0.5796501457857239,0.36630690615627637,0.4619053194426347
0.40919982865624416,0.23364165687272986,0.9514879923224887,0.21376251609818697,0.4431815849004328
0.07794089832850393,0.4872085972316468,0.3752345225549132,0.5384944332291435,0.8807220671090444
0.12378762888455364,0.21110487211351792,0.4288546558173043,0.0003090675127777054,0.9250679157127822
0.282331584144662,0.5289037194764917,0.7978248303525345,0.12452491261198106,0.6317597878021997
0.9309967514411908,0.9655042993522153,0.2570780951854291,0.27634738921164503,0.7692641446054949
0.1516654978612858,0.8906315049055024,0.9268342301384452,0.3670431021951921,0.6109946571100107
0.36556232246198206,0.7189469193981493,0.9111026867450047,0.8548117840652576,0.13702897152984128
0.9752646003716441,0.5619311204166364,0.3260722783248158,0.7176846359665382,0.04825629194784575
0.815686310519216,0.16697644408850165,0.9995945208436605,0.3849284387302222,0.8642298792333898
0.9675984185959282,0.03493554340974281,0.6977585960025928,0.7592711461905978,0.015502651715199378
0.33221407597061425,0.22518778634083303,0.9882501705562514,0.18091977448019347,0.5261162977689
0.12267253942143885,0.9584548305524163,0.5438480884595721,0.7878829690050778,0.4830843281701115
0.4144932732184561,0.4951232745771297,0.7142828014842637,0.43015750347709214,0.2212561667771913
0.8130126946793823,0.09524261294336889,0.30340658025061973,0.5838814589723826,0.9280725850408335
0.06726387202617945,0.5678581571482915,0.2708668391931359,0.9672095539596555,0.9168703110285543
0.840035644835859,0.6007059156786885,0.9540054697022302,0.9144282303182624,0.6307357165892062
0.41104021370676913,0.4689406703296338,0.34823220772472907,0.5961671308524683,0.003057918514794422
0.8323238693397181,0.05610136384077158,0.6921190522131551,0.7510511796363747,0.12668693316386903
0.36861782705860824,0.13779610741431847,0.6146169240537955,0.9728128959586291,0.9080517224133395
0.460123327593276,0.625054696019048,0.7491637272175145,0.975489906578311,0.2001024709618504
0.11054254180947642,0.5307538867955641,0.4422724870381448,0.9745471525281819,0.7269120561977489
0.6018595766733646,0.8973892075669488,0.9884556362023339,0.17083046623773124,0.8471020714069114
0.2723334595293344,0.4309356693162436,0.05856933855422786,0.8178995118097071,0.8565527945538317
0.9371535040989037,0.8958722882950386,0.4989899885289819,0.4982065953793612,0.3967139112274647
0.9630391580877322,0.3025779960450986,0.4711487792835447,0.7408384146321008,0.6681664509887233
0.7963352580885324,0.1258886486295725,0.08613487174104084,0.9585009375516028,0.755416857896981
0.05528080459102891,0.19972595196351162,0.1553470909365191,0.452389430586557,0.36812849132713
0.24834340736401084,0.8196211979191287,0.25644606501153977,0.6129803784060933,0.1639751851175114
0.24560422295550033,0.9008468254370527,0.38217313711849876,0.19544998587519657,0.2393347204292936
0.5605378715726708,0.9117736283673468,0.9985590875807034,0.5824745202525334,0.6749591637589701
0.14975679721245572,0.32558239644260767,0.6357055559111047,0.0238219438075018,0.4931588375500915
0.2805055320572677,0.06026009030298107,0.5382328660599104,0.2145046208258542,0.8437147972386864
0.8368289969575743,0.5846475103399177,0.10764832349359998,0.5397148618769754,0.17553121082635692
0.5592254821349365,0.6204577963232298,0.02375256724335395,0.6176522335440827,0.1852374718295171
0.49701231637879406,0.936559137986588,0.859269340616513,0.6620567657057124,0.13863830810748723
