0,1,2,3,4
0.8017720199399018,0.3404582407924528,0.528354042238025,0.08686749996014609,0.7926999694807431
0.6828022394639206,0.260729528694462,0.2317974160225612,0.6784293623091837,0.12535788830368388
0.10077078221381508,0.6092121077141933,0.4834043790126126,0.7663761489103033,0.2040058891428499
0.738176075704229,0.08091373151631742,0.12687838114267502,0.5206845912571662,0.44206063427878406
0.5520635533811946,0.043519504189691305,0.7789625366142424,0.12053238411386402,0.6903535226092147
0.09787860995308484,0.3221023581737501,0.9328431857694576,0.09331142814105031,0.6039961845405792
0.07447717090999173,0.0016385323433373289,0.5402980068326217,0.4141250529710042,0.18610731368932987
0.4786219569018225,0.7225614714402289,0.836368690924557,0.7261776465905521,0.7277430942910637
0.9413636383803712,0.07798758132411876,0.5204256802753701,0.8917380417145623,0.4500802301769127
0.9441872013583994,0.8124331491397129,0.5777971952246859,0.047470364503917395,0.5337666281828118
0.47013067926026464,0.03979623161537249,0.2856930790475466,0.611356059750847,0.5145402911387376
0.10683327512500407,0.401774682908298,0.9608391162202427,0.4599231676536243,0.06779501343590832
0.3105598734988948,0.79538843192873,0.8241943806749653,0.8722051728603231,0.11252333199949494
0.8646812521077821,0.20346695651620983,0.12409565888380636,0.47762842274531025,0.38014736117974823
0.16963315696608006,0.32298355678818813,0.18558852460410624,0.3517047689143219,0.1270585670969635
0.5381522564646168,0.9646046866795756,0.4284961433185156,0.20130895018297623,0.8709486527279957
0.31467609864988444,0.7471873815496408,0.1440587726546423,0.48425628992445047,0.5725605144300839
0.7424322823171777,0.5036599408532669,0.10969336428704968,0.9165234351525356,0.17616572258515983
0.5981904844090807,0.13930988669182331,0.1676953729898908,0.7278041674784972,0.22993115584543988
0.2955390385428216,0.33371826726992104,0.029984569146932594,0.24595632731655592,0.04037105415865616
0.5954876576326374,0.32981044451653974,0.5235573845827127,0.9603382067355438,0.8644790416448632
0.41130868152236355,0.060413493416519026,0.2791421186569295,0.26595607473099225,0.47714660294255207
0.7049883917083029,0.06916471844459315,0.01671479610690363,0.030189367411568302,0.94810967104612
0.2070574995815666,0.7505373510513019,0.06937051166850006,0.708428304141351,0.7897794909439562
0.07947398856117127,0.41044929950618914,0.19801947707845202,0.36717078296316785,0.1199684838324151
0.43473849936999187,0.7284877326485409,0.15137984723371545,0.2734595022546511,0.04085794268425913
0.2775667438772723,0.7084109771331332,0.33006972046614813,0.5053239383049716,0.5743777873378026
0.5403305891782981,0.6284178953612266,0.42059450370953266,0.8405773251631968,0.6952924530649002
0.4184515138824084,0.5522867201085885,0.9330328082216838,0.6487741611922779,0.3630130473327763
